id,Star_name,Distance,Mass,Radius,Luminosity
748,HD 164427,127.52,46,,6.89
749,HD 164427,127.52,46,,6.89
750,HD 164427,127.52,46,,6.89
751,HD 164427,127.52,46,,6.89
752,HD 164427,127.52,46,,6.89
753,HD 164427,127.52,46,,6.89
754,HD 164427,127.52,46,,6.89
755,HD 164427,127.52,46,,6.89
756,SCR 1845-6357,12.57,40-50,,17.4
757,SCR 1845-6357,12.57,40-50,,17.4
758,SCR 1845-6357,12.57,40-50,,17.4
759,SCR 1845-6357,12.57,40-50,,17.4
760,SCR 1845-6357,12.57,40-50,,17.4
761,SCR 1845-6357,12.57,40-50,,17.4
762,SCR 1845-6357,12.57,40-50,,17.4
763,SCR 1845-6357,12.57,40-50,,17.4
764,SCR 1845-6357,12.57,40-50,,17.4
765,SCR 1845-6357,12.57,40-50,,17.4
766,SCR 1845-6357,12.57,40-50,,17.4
767,SCR 1845-6357,12.57,40-50,,17.4
768,SCR 1845-6357,12.57,40-50,,17.4
769,SCR 1845-6357,12.57,40-50,,17.4
770,COROT-3,2220,21.66,1.01,13.3
771,COROT-3,2220,21.66,1.01,13.3
772,COROT-3,2220,21.66,1.01,13.3
773,COROT-3,2220,21.66,1.01,13.3
774,COROT-3,2220,21.66,1.01,13.3
775,COROT-3,2220,21.66,1.01,13.3
776,COROT-3,2220,21.66,1.01,13.3
777,COROT-3,2220,21.66,1.01,13.3
778,COROT-3,2220,21.66,1.01,13.3
779,COROT-3,2220,21.66,1.01,13.3
780,COROT-3,2220,21.66,1.01,13.3
781,COROT-3,2220,21.66,1.01,13.3
782,COROT-3,2220,21.66,1.01,13.3
783,COROT-3,2220,21.66,1.01,13.3
784,15 Sagittae,57.7,65,,5.80
785,15 Sagittae,57.7,65,,5.80
786,15 Sagittae,57.7,65,,5.80
787,15 Sagittae,57.7,65,,5.80
788,15 Sagittae,57.7,65,,5.80
789,15 Sagittae,57.7,65,,5.80
790,15 Sagittae,57.7,65,,5.80
791,15 Sagittae,57.7,65,,5.80
792,15 Sagittae,57.7,65,,5.80
793,15 Sagittae,57.7,65,,5.80
794,15 Sagittae,57.7,65,,5.80
795,15 Sagittae,57.7,65,,5.80
796,15 Sagittae,57.7,65,,5.80
797,15 Sagittae,57.7,65,,5.80
798,Zeta Delphini,220,55,,4.65
799,Zeta Delphini,220,55,,4.65
800,Zeta Delphini,220,55,,4.65
801,Zeta Delphini,220,55,,4.65
802,Zeta Delphini,220,55,,4.65
803,Zeta Delphini,220,55,,4.65
804,Zeta Delphini,220,55,,4.65
805,Zeta Delphini,220,55,,4.65
806,Zeta Delphini,220,55,,4.65
807,Zeta Delphini,220,55,,4.65
808,Zeta Delphini,220,55,,4.65
809,Zeta Delphini,220,55,,4.65
810,Zeta Delphini,220,55,,4.65
811,Zeta Delphini,220,55,,4.65
812,HD 202206,151.14,17.4,,8.08
813,HD 202206,151.14,17.4,,8.08
814,HD 202206,151.14,17.4,,8.08
815,HD 202206,151.14,17.4,,8.08
816,HD 202206,151.14,17.4,,8.08
817,HD 202206,151.14,17.4,,8.08
818,HD 202206,151.14,17.4,,8.08
819,HD 202206,151.14,17.4,,8.08
820,HD 202206,151.14,17.4,,8.08
821,HD 202206,151.14,17.4,,8.08
822,HD 202206,151.14,17.4,,8.08
823,HD 202206,151.14,17.4,,8.08
824,HD 202206,151.14,17.4,,8.08
825,HD 202206,151.14,17.4,,8.08
